case_id,amount,account_age_days,velocity_24h,device_trust_score,prior_chargebacks,risk_score,channel,fraud
case_001164,30.1248,1685.807897,1,0.660027,0,0.001715978389,in_store,0
case_001165,16.527901,915.181921,3,0.656262,0,0.003166293289,in_store,0
case_001166,21.406045,362.966283,0,0.907789,0,0.000596530518,mobile,0
case_001167,85.942847,1477.212348,1,0.602714,0,0.004958699938,in_store,0
case_001168,61.694075,150.020742,3,0.838675,0,0.003919450663,in_store,0
case_001169,6.014169,102.709182,2,0.863794,0,0.000609763047,in_store,0
case_001170,5.792458,1464.287208,0,0.79233,1,0.000796752196,in_store,0
case_001171,6.544866,167.933631,1,0.691561,0,0.001098037405,in_store,0
case_001172,26.327568,263.910653,3,0.557243,1,0.043831690367,in_store,0
case_001173,16.639852,847.620694,1,0.676564,0,0.001678553781,web,0
case_001174,43.736562,1919.170546,0,0.792242,0,0.000618718849,in_store,0
case_001175,126.015323,91.064926,0,0.743515,0,0.003996148529,in_store,0
case_001176,35.408905,25.966352,2,0.605785,0,0.013048779811,in_store,0
case_001177,29.798358,386.820838,2,0.92425,0,0.000744031771,in_store,0
case_001178,9.771276,22.557448,1,0.855381,0,0.000883273089,in_store,0
case_001179,158.188223,478.410205,2,0.620739,0,0.017126262994,web,0
case_001180,102.850461,222.814674,2,0.808456,0,0.005073869595,web,0
case_001181,10.373519,805.56686,2,0.475271,0,0.009876740605,mobile,0
case_001182,62.360352,3041.447045,2,0.98967,0,0.000556406478,web,0
case_001183,44.222304,1802.96988,3,0.450762,0,0.017137636916,in_store,0
case_001184,6.195693,334.645109,1,0.428533,1,0.033886956099,mobile,1
case_001185,12.46692,554.795073,2,0.449235,0,0.009694177169,web,0
case_001186,23.609447,796.661776,2,0.516151,0,0.012639513705,mobile,0
case_001187,36.700453,2117.158775,0,0.763721,0,0.000642930241,in_store,0
case_001188,19.531143,576.046843,1,0.818897,0,0.000663994237,in_store,0
case_001189,69.379682,632.310189,0,0.66882,0,0.003179629956,web,0
case_001190,51.500249,1354.131613,1,0.696956,1,0.010527572933,web,0
case_001191,144.866835,661.733012,0,0.801262,0,0.003284991447,mobile,0
case_001192,45.365558,580.821745,1,0.719057,0,0.002096309198,in_store,0
case_001193,110.846376,199.434068,1,0.917877,0,0.002801188697,mobile,0
case_001194,74.416118,3235.914272,1,0.793704,0,0.001404905181,web,0
case_001195,18.589247,277.32668,2,0.890243,0,0.000969761059,web,0
case_001196,28.815206,133.163539,1,0.721003,0,0.003058608544,web,0
case_001197,26.48842,144.115095,2,0.567115,0,0.016178277592,mobile,0
case_001198,35.18643,1385.493429,2,0.686325,0,0.003228715133,web,0
case_001199,29.082371,572.703407,2,0.527385,0,0.014748263832,mobile,0
case_001200,6.373277,180.404834,2,0.987566,0,0.000246960856,in_store,0
case_001201,31.038039,782.887162,2,0.848118,0,0.001284043359,web,0
case_001202,69.072151,180.106351,2,0.653153,0,0.008561403386,in_store,0
case_001203,21.290623,245.362901,3,0.791006,1,0.009425667261,in_store,0
case_001204,58.15561,366.13671,4,0.804376,0,0.005338255839,in_store,0
case_001205,13.485251,2013.673913,0,0.895361,0,0.000294857057,mobile,0
case_001206,112.022073,1544.81892,2,0.729434,0,0.007440810385,mobile,0
case_001207,22.265869,320.79296,1,0.573493,0,0.005060691698,web,0
case_001208,15.46092,372.524155,1,0.865641,0,0.000487621031,in_store,0
case_001209,11.040525,417.68232,2,0.986205,1,0.00139606749,web,0
case_001210,107.333897,1207.567982,1,0.833634,0,0.001437847577,in_store,0
case_001211,15.890478,351.015646,0,0.575746,0,0.002081768264,in_store,0
case_001212,89.760081,737.953136,1,0.909409,0,0.000921740338,in_store,0
case_001213,16.327902,836.500443,3,0.756379,0,0.001728066689,in_store,0
case_001214,6.597693,2261.76288,3,0.72897,0,0.000898832954,in_store,0
case_001215,46.768567,629.635541,2,0.519039,0,0.010701317417,in_store,0
case_001216,91.425913,410.538987,4,0.624557,0,0.026677726719,web,0
case_001217,94.902432,118.772154,1,0.566918,0,0.013637448911,in_store,0
case_001218,1.936657,1028.072238,3,0.85695,0,0.000274179515,in_store,0
case_001219,57.319249,156.39199,1,0.834388,0,0.003315354627,mobile,0
case_001220,13.474151,432.58675,1,0.724811,0,0.001034921644,in_store,0
case_001221,35.250807,129.647027,0,0.570738,0,0.006025856254,web,0
case_001222,5.036772,454.20987,1,0.545153,0,0.001775060058,in_store,0
case_001223,89.32651,923.622685,2,0.972701,0,0.00085844506,in_store,0
case_001224,25.3581,1033.708665,1,0.473655,0,0.00726974045,web,0
case_001225,19.910736,476.935462,2,0.687393,0,0.002387917093,in_store,0
case_001226,23.383971,54.561474,2,0.883086,0,0.001456178709,in_store,0
case_001227,57.210736,511.913326,0,0.780013,0,0.001164081431,in_store,0
case_001228,152.245236,1988.070091,2,0.842917,0,0.002791973279,web,0
case_001229,76.585704,93.394918,1,0.73258,0,0.00585312491,web,0
case_001230,21.35691,500.826724,2,0.887445,0,0.000905580577,web,0
case_001231,24.640383,79.670397,1,0.959009,0,0.001086230616,mobile,0
case_001232,29.772959,558.50942,2,0.757376,0,0.002430664994,web,0
case_001233,91.631885,138.035796,6,0.949395,0,0.008380327536,in_store,0
case_001234,28.489446,98.769447,1,0.690777,0,0.005948984717,mobile,0
case_001235,23.010367,1578.609375,1,0.670884,0,0.001381157921,in_store,0
case_001236,31.415067,91.25959,2,0.689552,0,0.006472186172,web,0
case_001237,47.446889,764.240224,1,0.800621,0,0.001197125361,in_store,0
case_001238,43.988251,1574.42547,2,0.437026,0,0.016789663333,web,0
case_001239,57.778119,575.156729,0,0.363393,0,0.028515114556,mobile,0
case_001240,23.261398,781.824029,2,0.890075,0,0.001230608339,mobile,0
case_001241,6.971875,2087.834587,1,0.849257,0,0.000262118879,web,0
case_001242,54.292013,933.885185,0,0.932934,0,0.000466892772,web,0
case_001243,87.524501,648.583637,2,0.891413,0,0.001559851625,in_store,0
case_001244,23.958693,264.446913,2,0.359626,0,0.024130345089,in_store,0
case_001245,82.882562,686.543352,2,0.682576,0,0.006978270348,web,0
case_001246,26.027763,1910.237822,3,0.377536,0,0.024293662847,web,0
case_001247,179.578388,499.44377,0,0.631765,0,0.007883534235,web,0
case_001248,76.255787,71.29567,2,0.835676,0,0.004910882995,web,0
case_001249,378.567565,299.886428,2,0.86249,0,0.005999084314,in_store,0
case_001250,10.032505,491.157269,3,0.795277,0,0.001515438697,web,0
case_001251,12.602586,227.582168,3,0.751168,0,0.002226592447,in_store,0
case_001252,384.766583,270.417871,1,0.867097,0,0.004105997492,in_store,0
case_001253,148.076011,442.037668,0,0.917931,0,0.000945661936,in_store,0
case_001254,31.658683,375.920086,2,0.718679,0,0.003606421855,web,0
case_001255,9.372315,1051.9716,3,0.740164,0,0.002452925337,mobile,0
case_001256,14.836264,300.352415,1,0.903316,0,0.000513639625,web,0
case_001257,90.120166,63.522424,1,0.923197,0,0.001725044552,in_store,0
case_001258,12.895286,182.766747,1,0.611492,1,0.013515606752,web,0
case_001259,20.074538,817.763309,1,0.478174,0,0.005106501231,in_store,0
case_001260,26.999648,1991.902485,2,0.611774,0,0.003051600356,in_store,0
case_001261,20.029826,737.694377,2,0.889055,0,0.0005996097,in_store,0
case_001262,28.480074,165.94414,0,0.446141,0,0.010636112346,web,0
case_001263,9.653577,188.836895,1,0.76496,0,0.001077928712,web,0
case_001264,96.275903,183.36123,2,0.64807,0,0.01389680196,web,0
case_001265,29.398327,811.858835,1,0.854521,0,0.00062068485,in_store,0
case_001266,25.964988,70.839555,2,0.673821,0,0.010129527249,mobile,0
case_001267,73.741014,186.573218,2,0.651963,0,0.008900073958,in_store,0
case_001268,20.302218,678.714332,0,0.762302,0,0.001193698046,mobile,0
case_001269,18.928773,91.733978,2,0.829032,0,0.001541902792,in_store,0
case_001270,19.658412,764.955464,0,0.664511,0,0.00108715895,in_store,0
case_001271,28.153359,358.307037,1,0.777525,0,0.001239369151,in_store,0
case_001272,34.961572,280.729625,1,0.758975,0,0.003273513996,mobile,0
case_001273,4.86373,852.820542,1,0.946414,0,0.000226536835,mobile,0
case_001274,19.576225,261.850759,1,0.463449,0,0.007658548927,in_store,0
case_001275,33.138472,106.007902,2,0.892208,0,0.00181486106,web,0
case_001276,14.45621,2.958406,1,0.433421,0,0.025610827633,in_store,0
case_001277,240.373437,207.132821,1,0.801678,0,0.006307633429,web,0
case_001278,52.022254,2785.40024,2,0.691493,0,0.003269021624,web,0
case_001279,31.42135,282.912585,3,0.90772,0,0.00138293408,in_store,0
case_001280,29.39433,945.813077,4,0.934502,1,0.004725935733,in_store,0
case_001281,20.82808,1033.911336,1,0.565401,0,0.002835254552,in_store,0
case_001282,123.616525,2177.415212,1,0.749711,0,0.002873136275,web,0
case_001283,58.891065,266.577793,1,0.542861,0,0.017613562002,mobile,0
case_001284,78.387579,1600.853212,2,0.55303,0,0.009186644276,in_store,0
case_001285,19.450609,339.16152,0,0.81064,0,0.00054934819,in_store,0
case_001286,172.322373,249.550399,2,0.941248,0,0.002992967641,web,0
case_001287,33.55829,492.966084,3,0.716686,0,0.004036871719,in_store,0
case_001288,91.843045,307.609672,0,0.586086,0,0.007837310789,web,0
case_001289,61.482798,152.037051,1,0.838243,0,0.003412291265,mobile,0
case_001290,65.25117,349.67765,1,0.702659,0,0.003390645782,in_store,0
case_001291,34.660099,203.566294,0,0.71413,0,0.00319390691,mobile,0
case_001292,122.277703,145.163059,0,0.828243,0,0.002020874716,in_store,0
case_001293,8.360905,1,2,0.851837,0,0.00321127095,web,0
case_001294,47.959326,47.454332,2,0.738324,0,0.005865951814,in_store,0
case_001295,151.2737,564.907983,2,0.577935,0,0.020641636529,web,0
case_001296,27.106149,839.069787,1,0.307833,0,0.017501148047,in_store,0
case_001297,103.474543,186.025064,2,0.846713,1,0.02505285225,mobile,0
case_001298,8.207734,2267.818178,3,0.969875,0,0.000432706071,mobile,0
case_001299,71.402283,438.768462,1,0.598153,0,0.006441751045,in_store,0
case_001300,20.999083,2830.106076,2,0.853723,0,0.000668111789,web,0
case_001301,24.461857,277.414825,1,0.292399,0,0.046376287692,mobile,0
case_001302,15.89932,1299.222711,2,0.48687,0,0.010333034633,mobile,0
case_001303,49.520225,41.18728,1,0.870943,0,0.003527489283,mobile,0
case_001304,36.196467,2483.138934,3,0.806711,0,0.001509926571,in_store,0
case_001305,48.397005,171.96079,1,0.859392,0,0.002478596147,mobile,0
case_001306,68.55655,270.441391,4,0.690642,0,0.013082500916,in_store,0
case_001307,11.370629,978.993364,2,0.745602,0,0.001834041918,mobile,0
case_001308,15.675173,180.20609,3,0.692209,0,0.003925087475,in_store,0
case_001309,22.479206,14.617535,3,0.745714,0,0.013607001173,mobile,0
case_001310,10.125127,397.742508,2,0.779822,0,0.001205120881,web,0
case_001311,22.57244,196.302684,3,0.919662,0,0.001489483326,web,0
case_001312,2.653406,174.113268,0,0.845649,0,0.00033504871,mobile,0
case_001313,16.302965,1110.713638,0,0.793985,0,0.000497123383,web,0
case_001314,100.08518,585.740414,0,0.607855,0,0.006004867122,web,0
case_001315,11.858588,102.420884,2,0.836931,0,0.001069841921,in_store,0
case_001316,25.714677,276.514061,3,0.605446,0,0.010331755868,web,0
case_001317,50.97053,583.951688,4,0.515242,0,0.032595449597,web,0
case_001318,249.103389,103.624331,2,0.820491,0,0.008076490683,in_store,0
case_001319,85.867441,712.513772,1,0.779602,0,0.002034828423,in_store,0
case_001320,94.665103,1014.534606,3,0.897238,0,0.002638085272,web,0
case_001321,18.188231,296.33233,0,0.820412,0,0.000662074256,web,0
case_001322,30.323497,830.531986,1,0.592773,0,0.004130259407,web,0
case_001323,39.117331,1421.100402,1,0.669994,0,0.002564084585,web,0
case_001324,4.179366,259.350173,1,0.544476,0,0.003631314395,mobile,0
case_001325,18.205837,1595.565178,0,0.815201,0,0.000419290009,web,0
case_001326,26.016938,2115.746414,3,0.811869,0,0.001597725269,web,0
case_001327,7.674993,112.695196,5,0.766005,0,0.004067074905,in_store,0
case_001328,4.553583,339.472005,2,0.5046,0,0.004472374561,web,0
case_001329,13.236574,1080.385538,2,0.748468,0,0.001286291355,web,0
case_001330,35.566234,333.765076,2,0.813375,0,0.001734630726,in_store,0
case_001331,58.768388,395.612196,1,0.652005,0,0.005380478794,web,0
case_001332,124.253914,437.597544,1,0.951561,0,0.001305001059,web,0
case_001333,15.957765,29.566915,3,0.816724,1,0.012313787683,in_store,0
case_001334,22.61546,335.563317,1,0.863585,0,0.000643690041,in_store,0
case_001335,58.452052,160.749523,3,0.55826,0,0.021045222828,in_store,0
case_001336,52.382539,507.995766,1,0.819674,0,0.001274755767,in_store,0
case_001337,44.451165,112.735772,2,0.680608,0,0.011900795403,mobile,0
case_001338,17.483486,4000,0,0.772657,0,0.000317886437,in_store,0
case_001339,111.809849,458.114069,3,0.461601,0,0.053472672079,web,0
case_001340,2.563224,19.853871,2,0.741555,0,0.002572737351,mobile,0
case_001341,20.009427,680.580283,1,0.664926,0,0.002154919048,web,0
case_001342,17.784325,932.109262,4,0.892614,0,0.001116207885,in_store,0
case_001343,38.539921,1862.045773,5,0.857307,0,0.00272906493,in_store,0
case_001344,38.395746,775.475677,3,0.720308,0,0.004832068722,web,0
case_001345,63.026195,1667.828321,2,0.551287,0,0.007989465527,in_store,0
case_001346,49.727057,778.857179,3,0.731665,0,0.004129062797,in_store,0
case_001347,85.658081,1,3,0.574286,1,0.317823833016,web,0
case_001348,9.147905,319.655547,2,0.556022,0,0.004881467574,web,0
case_001349,34.403681,510.454828,1,0.685069,0,0.002898133353,web,0
case_001350,37.52366,608.683677,0,0.851061,0,0.000697412826,web,0
case_001351,38.902949,182.815271,0,0.64273,0,0.002892354417,in_store,0
case_001352,108.902439,69.505149,0,0.58665,0,0.01041272007,in_store,0
case_001353,4.84119,197.001094,2,0.922731,0,0.000310271798,in_store,0
case_001354,11.770205,51.995436,1,0.7407,0,0.002045514749,web,0
case_001355,12.281539,267.734111,1,0.717704,0,0.00150968533,web,0
case_001356,17.923086,1159.612931,3,0.658443,0,0.005853511644,mobile,0
case_001357,30.687934,1474.853495,1,0.49864,1,0.019709187711,in_store,0
case_001358,80.048333,207.342546,1,0.854194,0,0.001748007414,in_store,0
case_001359,10.121399,3030.087694,2,0.836585,0,0.000364521019,in_store,0
case_001360,28.831058,882.123403,2,0.869704,0,0.000806071201,in_store,0
case_001361,43.507848,1445.807951,0,0.584329,0,0.004685653823,mobile,0
case_001362,46.589179,56.344503,0,0.53469,0,0.011393084462,web,0
case_001363,36.698853,709.825048,2,0.706665,0,0.005282387301,mobile,0
case_001364,148.817584,264.863854,2,0.914166,0,0.002469509064,in_store,0
case_001365,121.922754,805.059877,1,0.686742,0,0.004386453406,in_store,0
case_001366,44.075726,2252.034568,1,0.451316,0,0.007352679749,in_store,0
case_001367,226.682431,1302.197055,1,0.585169,0,0.010671265449,in_store,0
case_001368,53.713683,173.005753,0,0.889408,0,0.000773856361,in_store,0
case_001369,30.439836,38.770299,0,0.917846,0,0.000695124392,in_store,0
case_001370,81.247011,539.296607,2,0.666308,0,0.006376251907,in_store,0
case_001371,6.748721,86.235039,2,0.625002,1,0.015608792276,web,0
case_001372,92.534253,419.326168,2,0.867893,0,0.002726893121,web,0
case_001373,40.832244,1317.942643,2,0.648345,0,0.004558222994,web,0
case_001374,45.359443,1559.767806,3,0.814989,0,0.002430482787,web,0
case_001375,137.618928,94.249032,1,0.738265,0,0.006394856548,in_store,0
case_001376,10.534463,74.035341,2,0.527403,0,0.007527189056,in_store,0
case_001377,23.883841,1348.261377,1,0.805916,0,0.000817697168,web,0
case_001378,18.290369,1059.43205,1,0.891897,0,0.000648097656,mobile,0
case_001379,77.787621,187.908759,3,0.616555,0,0.031786851548,mobile,0
case_001380,8.660159,490.030569,1,0.857756,0,0.000334542082,in_store,0
case_001381,3.473661,349.017703,0,0.588722,0,0.00081179904,in_store,0
case_001382,39.668025,158.748988,2,0.846726,0,0.001872178494,in_store,0
case_001383,24.149401,860.89855,1,0.799522,0,0.000976438797,web,0
case_001384,12.077715,2089.012054,2,0.853013,0,0.000407327973,in_store,0
case_001385,45.419773,428.112563,1,0.802818,0,0.001359300564,in_store,0
case_001386,115.884396,67.180606,1,0.842361,0,0.004236445046,web,0
case_001387,32.008731,555.960188,2,0.712304,0,0.002628962307,in_store,0
case_001388,27.72317,721.327262,1,0.621,0,0.003412257929,web,0
case_001389,66.359447,58.347309,1,0.564143,0,0.017315409006,web,0
case_001390,78.371337,460.72364,3,0.925096,0,0.001925490675,in_store,0
case_001391,17.689073,1093.514879,2,0.636474,0,0.003074976424,web,0
case_001392,24.455546,984.698431,2,0.507764,0,0.006722458148,in_store,0
case_001393,26.753242,165.208522,1,0.544444,0,0.008225207638,web,0
case_001394,47.214901,1314.321341,0,0.748663,0,0.001222236606,web,0
case_001395,54.322247,705.702615,1,0.818719,0,0.001531043259,web,0
case_001396,21.408892,1239.142257,4,0.698804,0,0.007364622938,mobile,0
case_001397,142.034938,1191.485658,1,0.501698,0,0.013599303015,in_store,0
case_001398,79.976968,788.370148,3,0.796563,0,0.00371851705,in_store,0
case_001399,21.452191,1608.393862,0,0.898886,0,0.000213773817,in_store,0
case_001400,6.417552,435.759092,0,0.332297,0,0.005226877967,in_store,0
case_001401,52.224481,452.151517,2,0.770867,0,0.003388884021,web,0
case_001402,42.715303,2449.273456,6,0.859305,0,0.003929319235,in_store,0
case_001403,18.140215,408.015918,1,0.665697,0,0.00234227715,web,0
case_001404,8.05534,1688.987102,1,0.661653,0,0.001457913867,mobile,0
case_001405,66.620417,1061.878928,0,0.80337,0,0.001151246528,web,0
case_001406,19.373457,394.201341,0,0.646727,0,0.001459834265,in_store,0
case_001407,37.234146,204.449689,0,0.370663,0,0.018842976873,web,1
case_001408,36.092078,1272.242517,1,0.704275,0,0.001583460709,in_store,0
case_001409,17.119829,672.904048,1,0.573454,0,0.005173508969,mobile,0
case_001410,14.751837,316.301258,6,0.533259,0,0.035065239019,web,0
case_001411,94.651572,97.247544,0,0.480289,0,0.021320158531,web,0
case_001412,90.11397,362.979079,3,0.624048,0,0.018705884608,web,0
case_001413,21.052329,449.572008,1,0.933018,0,0.000366477684,in_store,0
case_001414,108.133337,1890.958931,1,0.844038,0,0.002273554618,mobile,0
case_001415,223.965678,297.484558,0,0.784591,0,0.003183307921,in_store,0
case_001416,28.338152,762.679919,0,0.861064,0,0.000400383252,in_store,0
case_001417,26.735413,1883.781029,0,0.714948,0,0.001414625363,mobile,0
case_001418,295.010433,756.864987,3,0.667614,0,0.024594037623,web,0
case_001419,12.859684,131.277626,0,0.67342,0,0.001699044813,web,0
case_001420,8.565642,159.989829,0,0.881984,0,0.000267042457,in_store,0
case_001421,4.63114,483.168994,2,0.614443,0,0.001600953947,in_store,0
case_001422,282.938776,720.290826,3,0.97434,0,0.005431900503,mobile,0
case_001423,122.63339,467.605903,2,0.65281,0,0.012033448363,web,0
case_001424,33.850316,679.217215,3,0.707414,0,0.003918432363,in_store,0
case_001425,51.543898,420.016451,4,0.422587,0,0.062485009478,web,0
case_001426,9.258551,81.127117,1,0.690355,0,0.001666233723,in_store,0
case_001427,16.531087,314.428949,1,0.874549,0,0.0006480396,web,0
case_001428,34.882241,166.134934,3,0.826822,0,0.002854264743,in_store,0
case_001429,95.07705,421.371517,1,0.47567,0,0.021304448883,web,0
case_001430,87.820747,87.11448,1,0.872571,0,0.00406256031,mobile,0
case_001431,18.100039,176.286187,1,0.936159,0,0.000551560684,web,0
case_001432,65.478348,260.22168,1,0.796922,0,0.002057183933,in_store,0
case_001433,47.354053,125.37329,1,0.844074,0,0.001540382063,in_store,0
case_001434,184.463144,1948.962455,5,0.857532,0,0.009366896408,web,0
case_001435,40.600457,827.207634,2,0.758453,0,0.003902140522,mobile,0
case_001436,41.910837,2303.363353,2,0.73633,0,0.002277597498,web,0
case_001437,44.96076,653.995146,1,0.804818,0,0.002256377727,mobile,0
case_001438,59.900546,743.819679,1,0.560659,0,0.008000026789,web,0
case_001439,53.725474,534.315643,2,0.405496,0,0.024583009908,in_store,0
case_001440,30.740272,890.680698,2,0.715173,0,0.002195385594,in_store,0
case_001441,4.615282,423.244405,1,0.717655,0,0.000588832937,in_store,0
case_001442,44.356343,1123.817426,4,0.754641,0,0.004425747233,in_store,0
case_001443,142.341361,366.517438,0,0.830844,0,0.003206468625,mobile,0
case_001444,67.02178,223.541443,4,0.748485,0,0.012200490584,web,0
case_001445,51.933664,1377.212082,1,0.513946,0,0.008171100812,web,0
case_001446,19.036671,61.41939,1,0.796637,0,0.001842825209,web,0
case_001447,25.916823,536.587323,0,0.718941,0,0.001949917631,mobile,0
case_001448,54.637584,70.094076,0,0.782021,0,0.002547141048,web,0
case_001449,24.853544,404.444638,2,0.673995,0,0.003124635995,in_store,0
case_001450,89.824258,888.549157,4,0.827256,0,0.004726010514,in_store,0
case_001451,15.852703,411.862737,3,0.855562,0,0.001441405161,web,0
case_001452,202.727994,447.541774,3,0.472328,0,0.057341738202,in_store,0
case_001453,24.516762,685.852733,1,0.721262,0,0.001337179065,in_store,0
case_001454,12.418633,1106.467776,1,0.764508,0,0.00058505355,in_store,0
case_001455,19.156177,1207.669142,9,0.946655,0,0.00703480187,web,0
case_001456,220.852405,1301.337451,0,0.652821,0,0.004670421956,in_store,0
case_001457,140.995348,888.962403,3,0.568815,0,0.021098941992,in_store,0
case_001458,43.33785,242.572279,1,0.621545,0,0.00481533592,in_store,0
case_001459,7.067867,278.527231,2,0.88063,0,0.000450241636,in_store,0
case_001460,20.69208,533.500402,3,0.860058,0,0.001193083226,in_store,0
case_001461,50.649591,484.52179,1,0.835092,0,0.0011489385,in_store,0
case_001462,7.99568,1095.588099,1,0.471077,0,0.00539789139,mobile,0
case_001463,32.052177,468.8934,2,0.858094,0,0.00142908969,web,0
case_001464,43.185611,297.407432,3,0.575867,0,0.013107483262,in_store,0
case_001465,23.804306,444.634666,2,0.968834,0,0.000603265373,web,0
case_001466,118.604549,364.160707,0,0.688134,1,0.018647192898,web,0
case_001467,39.515553,1212.582538,4,0.685466,0,0.006187302427,in_store,0
case_001468,24.143214,172.970881,3,0.820327,0,0.002332783758,in_store,0
case_001469,12.157867,2487.758203,4,0.895939,0,0.000651869538,in_store,0
case_001470,65.811754,1018.635648,0,0.930629,0,0.000406779719,in_store,0
case_001471,165.11177,1915.807293,4,0.658451,0,0.029991590696,mobile,0
case_001472,16.918629,157.319429,1,0.556175,0,0.005847869876,web,0
case_001473,39.470413,1159.25114,3,0.456586,0,0.017480619394,in_store,0
case_001474,87.067092,674.949828,1,0.799517,0,0.001841950624,in_store,0
case_001475,5.153676,746.893294,1,0.841167,0,0.000244860448,in_store,0
case_001476,53.889761,727.860887,1,0.40043,0,0.020231487657,web,0
case_001477,80.553344,382.600349,1,0.621522,0,0.006259805692,in_store,0
case_001478,4.28439,343.954171,3,0.786156,0,0.000859475934,in_store,0
case_001479,15.691068,1294.526973,3,0.960512,0,0.000533014606,web,0
case_001480,47.652894,33.692597,3,0.808134,0,0.007901290441,web,0
case_001481,4.218072,880.690042,1,0.872545,0,0.000172335429,in_store,0
case_001482,32.940258,1358.093411,1,0.894491,0,0.000574083968,web,0
case_001483,9.256885,645.135287,0,0.533807,0,0.003135915592,mobile,0
case_001484,7.639451,550.755249,2,0.881344,0,0.000384347587,in_store,0
case_001485,81.442343,727.58873,0,0.849062,0,0.001098871043,web,0
case_001486,20.882052,103.717282,2,0.61796,0,0.00754974935,web,0
case_001487,31.679102,955.020819,1,0.557282,0,0.003963671267,in_store,0
case_001488,5.874444,1001.262964,0,0.663805,0,0.000494082821,in_store,0
case_001489,61.250408,684.74748,0,0.812573,0,0.001170393749,web,0
case_001490,6.957401,639.894474,3,0.803384,0,0.000840559229,in_store,0
case_001491,76.586293,179.841809,3,0.754513,0,0.007203958542,in_store,0
case_001492,92.003342,287.012151,2,0.833634,0,0.00375396069,web,0
case_001493,9.309331,637.476764,2,0.985866,0,0.000215021525,in_store,0
case_001494,44.829765,1075.115713,0,0.805975,0,0.00087668512,web,0
case_001495,12.336082,570.021725,2,0.504968,0,0.006766017313,web,0
case_001496,22.425014,328.772982,0,0.432316,0,0.008208084237,web,0
case_001497,53.254989,1082.741589,2,0.808315,0,0.001642719111,in_store,0
case_001498,24.034756,1427.342576,2,0.859133,0,0.001278703542,mobile,0
case_001499,21.118703,581.099441,0,0.807519,0,0.000503992506,in_store,0
case_001500,14.73467,552.849297,0,0.694901,0,0.001063173748,web,0
case_001501,6.277151,386.667169,5,0.873448,0,0.001299793175,in_store,0
case_001502,31.296943,88.942902,1,0.563325,0,0.009635257874,web,0
case_001503,57.586268,532.819834,2,0.706055,0,0.007659059538,mobile,0
case_001504,31.293362,442.051051,0,0.814331,0,0.000668753489,in_store,0
case_001505,18.311974,1575.649107,2,0.630457,0,0.002932625723,web,0
case_001506,67.60842,22.493489,3,0.751563,0,0.012223085424,in_store,0
case_001507,29.990956,2324.589325,2,0.796875,0,0.001260527767,web,0
case_001508,6.246818,945.917795,1,0.901841,0,0.000173991487,in_store,0
case_001509,7.067577,998.524503,3,0.700392,0,0.00181911316,web,0
case_001510,128.227231,580.549075,0,0.801574,0,0.001646155846,in_store,0
case_001511,116.887636,866.76124,3,0.861092,0,0.003086855698,in_store,0
case_001512,8.398065,1440.744841,0,0.460672,0,0.003700677464,mobile,0
case_001513,13.240932,48.414508,4,0.758589,0,0.009641078921,mobile,0
case_001514,133.243081,44.036051,1,0.434145,0,0.04985588235,in_store,0
case_001515,61.332201,542.624112,3,0.528625,0,0.018389671771,in_store,0
case_001516,23.180783,319.775435,0,0.324078,0,0.012878974821,in_store,0
case_001517,2.006659,382.982593,2,0.83694,0,0.000364579687,web,0
case_001518,31.298386,1025.605314,4,0.635383,0,0.007656139377,in_store,0
case_001519,174.860862,665.343987,1,0.802978,0,0.002834620774,in_store,0
case_001520,9.455913,899.582068,1,0.586809,0,0.003065580726,mobile,0
case_001521,8.174322,1884.68414,1,0.445351,0,0.002869118504,in_store,0
case_001522,31.974026,1275.42429,0,0.566389,0,0.002340956796,in_store,0
case_001523,134.306722,703.630641,2,0.916309,0,0.00328480863,mobile,0
case_001524,11.648425,9.754616,1,0.51215,0,0.013351546207,web,0
case_001525,29.115494,349.34236,1,0.596992,0,0.003930291817,in_store,0
case_001526,15.441275,252.894403,1,0.749728,0,0.001124602651,in_store,0
case_001527,45.162981,440.109003,2,0.688914,0,0.004044624794,in_store,0
case_001528,63.185149,886.076603,3,0.779084,0,0.006583680868,mobile,0
case_001529,51.038039,65.661115,3,0.582904,0,0.027334958706,web,0
case_001530,34.354988,61.670348,2,0.534439,0,0.015595330297,in_store,0
case_001531,30.879096,677.072089,0,0.87214,0,0.000524130815,web,1
case_001532,16.697145,1069.225195,4,0.803711,0,0.002306309314,web,0
case_001533,13.926825,1035.938033,1,0.75461,0,0.000872800638,web,0
case_001534,10.590986,56.894702,2,0.510875,0,0.017131395814,mobile,0
case_001535,13.146292,1224.289464,2,0.631977,0,0.002554825527,web,0
case_001536,114.781413,2.308088,1,0.511071,0,0.059364567023,in_store,0
case_001537,15.420891,401.172523,4,0.712598,0,0.005150333888,web,0
case_001538,4.537761,1038.021041,3,0.840986,0,0.000873460634,mobile,0
case_001539,17.049182,57.876151,2,0.738624,0,0.003721014774,web,0
case_001540,48.771931,701.234925,0,0.86534,0,0.000563158643,in_store,0
case_001541,26.091113,538.151684,1,0.693567,0,0.001773142276,in_store,0
case_001542,42.724372,998.335598,4,0.82796,0,0.003635235761,web,0
case_001543,76.450184,4.724384,1,0.649279,0,0.017158669414,in_store,0
case_001544,36.6371,719.907567,1,0.717643,0,0.002227322238,web,0
case_001545,42.059682,311.02797,0,0.620112,0,0.002999592127,in_store,0
