observation_id,customer_id,tenure_months,monthly_charges,support_tickets,activity_days_30d,contract_type,churned
customer_0105_observation_01,customer_0105,4.48601700,105.98434900,0,13.75016100,monthly,1
customer_0105_observation_02,customer_0105,3.60395700,110.24895100,1,15.18216200,monthly,1
customer_0105_observation_03,customer_0105,6.21304300,104.22158700,0,17.06519400,monthly,1
customer_0105_observation_04,customer_0105,6.14349700,108.48826700,0,14.00437600,monthly,1
customer_0105_observation_05,customer_0105,6.62181600,107.81762300,1,17.74584500,monthly,1
customer_0106_observation_00,customer_0106,24.11568900,86.51775900,2,13.97845400,monthly,1
customer_0106_observation_01,customer_0106,25.80973400,83.88545800,2,11.64001400,monthly,1
customer_0106_observation_02,customer_0106,25.55252800,82.00058400,3,10.35379100,monthly,1
customer_0106_observation_03,customer_0106,25.25318800,87.32959000,2,13.10537400,monthly,1
customer_0106_observation_04,customer_0106,26.89933800,86.12793900,2,9.35795300,monthly,1
customer_0106_observation_05,customer_0106,25.76709800,84.96171700,2,12.63962400,monthly,1
customer_0107_observation_00,customer_0107,68.54407700,54.42317100,3,16.33310000,two_year,0
customer_0107_observation_01,customer_0107,68.48556600,53.95785200,3,16.82528100,two_year,0
customer_0107_observation_02,customer_0107,70.17957600,51.57155100,3,14.25949300,two_year,0
customer_0107_observation_03,customer_0107,71.09455700,55.07155200,3,16.61608200,two_year,0
customer_0107_observation_04,customer_0107,69.78573600,55.58633100,2,15.79594500,two_year,0
customer_0107_observation_05,customer_0107,71.09735100,55.52592400,2,17.13594900,two_year,0
customer_0108_observation_00,customer_0108,69.28221700,69.25508800,1,10.63334800,monthly,0
customer_0108_observation_01,customer_0108,69.63413800,67.21908100,2,10.88112800,monthly,0
customer_0108_observation_02,customer_0108,70.39265200,62.81464300,0,12.55284400,monthly,0
customer_0108_observation_03,customer_0108,71.10494900,67.63346300,0,12.48232200,monthly,0
customer_0108_observation_04,customer_0108,72.37814900,67.68124600,1,14.46180200,monthly,0
customer_0108_observation_05,customer_0108,71.40897400,64.29455800,1,12.49876100,monthly,0
customer_0109_observation_00,customer_0109,2.71554100,82.79448600,6,14.97884400,annual,1
customer_0109_observation_01,customer_0109,5.24952600,85.17673500,7,16.54951000,annual,1
customer_0109_observation_02,customer_0109,5.89436800,88.11311300,6,15.95710600,annual,1
customer_0109_observation_03,customer_0109,6.42320700,89.64512700,6,17.40352300,annual,0
customer_0109_observation_04,customer_0109,4.79025500,83.28811600,6,16.77878800,annual,1
customer_0109_observation_05,customer_0109,6.17101600,89.03409500,7,16.41850000,annual,1
customer_0110_observation_00,customer_0110,32.77589300,84.87007300,2,19.28547300,annual,1
customer_0110_observation_01,customer_0110,31.40284400,84.30641200,2,18.54473000,annual,1
customer_0110_observation_02,customer_0110,31.16740900,81.20063500,2,17.68714100,annual,1
customer_0110_observation_03,customer_0110,32.15350600,80.15802100,1,20.20945400,annual,1
customer_0110_observation_04,customer_0110,32.96458300,85.54336400,2,19.28512600,annual,1
customer_0110_observation_05,customer_0110,33.28908000,84.35842000,0,18.25867100,annual,1
customer_0111_observation_00,customer_0111,46.40676900,74.35412700,2,23.52867300,monthly,0
customer_0111_observation_01,customer_0111,47.40527200,71.44401600,3,21.51082400,monthly,0
customer_0111_observation_02,customer_0111,47.37674600,71.67402800,3,21.96945900,monthly,0
customer_0111_observation_03,customer_0111,49.09625800,74.17535800,2,19.41500700,monthly,0
customer_0111_observation_04,customer_0111,48.29361800,71.09816700,2,22.96127600,monthly,0
customer_0111_observation_05,customer_0111,49.58990400,69.72695200,2,20.17306200,monthly,0
customer_0112_observation_00,customer_0112,12.77977600,49.25581700,2,12.04206600,annual,1
customer_0112_observation_01,customer_0112,12.69641000,53.10415700,2,12.87120100,annual,1
customer_0112_observation_02,customer_0112,12.23774900,52.89950000,2,10.49920600,annual,1
customer_0112_observation_03,customer_0112,14.43220900,52.07141100,1,12.29024100,annual,1
customer_0112_observation_04,customer_0112,13.22187800,48.35806300,3,10.99380700,annual,1
customer_0112_observation_05,customer_0112,14.44258800,54.37153100,3,12.84356500,annual,1
customer_0113_observation_00,customer_0113,56.87225000,59.46547800,4,13.83435800,annual,0
customer_0113_observation_01,customer_0113,57.52075400,59.89871200,3,12.95113200,annual,0
customer_0113_observation_02,customer_0113,58.41792600,58.32362100,4,14.22652400,annual,0
customer_0113_observation_03,customer_0113,58.38311900,59.58396100,3,12.86510900,annual,0
customer_0113_observation_04,customer_0113,58.40320500,60.42363400,3,11.85310000,annual,0
customer_0113_observation_05,customer_0113,59.23094200,58.04200600,3,11.27209400,annual,0
customer_0114_observation_00,customer_0114,14.22982800,60.30554400,1,18.34822000,monthly,1
customer_0114_observation_01,customer_0114,15.62560100,60.85965700,2,19.42096100,monthly,1
customer_0114_observation_02,customer_0114,14.81846800,64.19655600,2,20.27093400,monthly,1
customer_0114_observation_03,customer_0114,15.55503900,62.86116700,1,18.85032000,monthly,1
customer_0114_observation_04,customer_0114,16.78475500,60.45190400,1,19.00064100,monthly,1
customer_0114_observation_05,customer_0114,16.08594400,59.96373500,1,19.82835500,monthly,1
customer_0115_observation_00,customer_0115,53.50922800,80.67341200,5,16.72907700,monthly,1
customer_0115_observation_01,customer_0115,54.17803900,77.78270600,5,15.03030400,monthly,1
customer_0115_observation_02,customer_0115,53.35051100,76.86587900,3,13.20743700,monthly,1
customer_0115_observation_03,customer_0115,54.67269700,77.57852700,5,13.95106800,monthly,1
customer_0115_observation_04,customer_0115,54.05817800,77.90666500,4,11.57914200,monthly,1
customer_0115_observation_05,customer_0115,55.91441000,85.49061900,4,14.71489100,monthly,1
customer_0116_observation_00,customer_0116,24.25866500,64.15006400,1,10.65269700,monthly,1
customer_0116_observation_01,customer_0116,25.04196100,63.64091500,1,11.32187600,monthly,1
customer_0116_observation_02,customer_0116,25.11454900,65.37687500,1,8.18850100,monthly,0
customer_0116_observation_03,customer_0116,25.74849600,61.38071200,1,10.01610000,monthly,1
customer_0116_observation_04,customer_0116,26.37765100,67.56730000,0,8.14624000,monthly,1
customer_0116_observation_05,customer_0116,26.40238600,61.01584500,1,9.77277200,monthly,1
customer_0117_observation_00,customer_0117,61.96394100,60.36208800,6,16.81512700,monthly,0
customer_0117_observation_01,customer_0117,61.06605800,62.57004100,6,14.51947600,monthly,0
customer_0117_observation_02,customer_0117,62.41520500,64.79254500,7,13.75438700,monthly,0
customer_0117_observation_03,customer_0117,62.97851900,63.72626600,7,15.45620000,monthly,0
customer_0117_observation_04,customer_0117,64.37351400,61.68849800,7,13.41929600,monthly,0
customer_0117_observation_05,customer_0117,63.14649300,62.48756900,5,13.68353800,monthly,0
customer_0118_observation_00,customer_0118,15.27303800,83.61066600,3,15.15258100,monthly,1
customer_0118_observation_01,customer_0118,15.35458300,84.18457000,3,17.19674400,monthly,1
customer_0118_observation_02,customer_0118,15.74428200,81.87829300,3,17.13507200,monthly,1
customer_0118_observation_03,customer_0118,15.66250300,83.54814700,3,16.73599400,monthly,1
customer_0118_observation_04,customer_0118,17.67428400,84.17683600,3,15.28451000,monthly,1
customer_0118_observation_05,customer_0118,17.24047700,83.04820500,3,17.61039100,monthly,1
customer_0119_observation_00,customer_0119,52.25727500,77.31296000,1,19.08607500,monthly,0
customer_0119_observation_01,customer_0119,53.68573000,76.59006400,1,15.86897700,monthly,0
customer_0119_observation_02,customer_0119,53.16828200,74.39565300,2,19.33223600,monthly,0
customer_0119_observation_03,customer_0119,53.85685300,74.98297400,1,18.06847700,monthly,0
customer_0119_observation_04,customer_0119,54.21660200,74.44735000,1,20.21053700,monthly,0
customer_0119_observation_05,customer_0119,55.21022300,73.48859600,1,16.07318000,monthly,0
customer_0120_observation_00,customer_0120,10.18726300,79.01904300,1,15.44524700,monthly,1
customer_0120_observation_01,customer_0120,11.74566700,81.10998600,1,16.54735500,monthly,1
customer_0120_observation_02,customer_0120,12.72437300,76.37120700,2,15.79958500,monthly,1
customer_0120_observation_03,customer_0120,12.70310400,78.63587900,2,17.07044000,monthly,1
customer_0120_observation_04,customer_0120,11.36903100,74.77023300,1,15.89250500,monthly,1
customer_0120_observation_05,customer_0120,13.46605600,78.15306900,1,16.47235400,monthly,1
customer_0121_observation_00,customer_0121,29.98050800,89.92580200,1,19.96627300,monthly,0
customer_0121_observation_01,customer_0121,30.17567600,92.18508600,1,20.24437500,monthly,0
customer_0121_observation_02,customer_0121,30.73945900,90.08854800,1,20.10128200,monthly,0
customer_0121_observation_03,customer_0121,30.31482700,89.12427400,1,19.19859300,monthly,0
customer_0121_observation_04,customer_0121,33.22680700,89.82353100,0,19.74637500,monthly,0
customer_0121_observation_05,customer_0121,32.95557200,90.07258600,1,22.06139700,monthly,0
customer_0122_observation_00,customer_0122,65.13247900,66.07474300,1,18.58612000,monthly,0
customer_0122_observation_01,customer_0122,65.52418200,65.12785200,0,17.30387700,monthly,1
customer_0122_observation_02,customer_0122,64.82182900,65.63588100,0,14.64772900,monthly,0
customer_0122_observation_03,customer_0122,65.53216700,65.61016300,0,18.40445300,monthly,0
customer_0122_observation_04,customer_0122,65.67608300,68.64722500,0,14.82338400,monthly,0
customer_0122_observation_05,customer_0122,66.62403300,67.87727400,0,15.84649200,monthly,0
customer_0123_observation_00,customer_0123,18.14199400,81.87717200,2,17.60688600,monthly,1
customer_0123_observation_01,customer_0123,20.05819100,83.09230400,4,16.32568300,monthly,1
customer_0123_observation_02,customer_0123,19.54663300,88.87588500,4,18.57885100,monthly,1
customer_0123_observation_03,customer_0123,19.79233900,84.39151000,4,16.75129100,monthly,1
customer_0123_observation_04,customer_0123,19.06810600,81.74987200,3,18.08932100,monthly,0
customer_0123_observation_05,customer_0123,19.76236500,82.37144600,3,17.17527600,monthly,1
customer_0124_observation_00,customer_0124,24.39080000,75.09657000,4,12.03238200,two_year,1
customer_0124_observation_01,customer_0124,25.07258500,73.37085500,4,13.27717800,two_year,1
customer_0124_observation_02,customer_0124,23.67099900,75.34166700,3,11.92732500,two_year,1
customer_0124_observation_03,customer_0124,26.61565600,76.52567000,3,13.04222600,two_year,1
customer_0124_observation_04,customer_0124,25.10993800,73.91055100,3,13.90870000,two_year,1
customer_0124_observation_05,customer_0124,26.23404000,70.29416000,3,13.38170600,two_year,1
customer_0125_observation_00,customer_0125,4.61489600,81.41605100,2,15.81627500,monthly,1
customer_0125_observation_01,customer_0125,5.05380700,82.21154200,2,14.15604600,monthly,1
customer_0125_observation_02,customer_0125,4.96420000,80.59879300,1,16.52931300,monthly,1
customer_0125_observation_03,customer_0125,6.45824000,82.03496300,2,13.30467900,monthly,1
customer_0125_observation_04,customer_0125,6.36070200,80.73086100,3,15.96422800,monthly,1
customer_0125_observation_05,customer_0125,7.41633100,79.38608700,2,15.00571400,monthly,1
customer_0126_observation_00,customer_0126,15.88318700,74.93307700,5,19.93383800,annual,0
customer_0126_observation_01,customer_0126,15.60107400,76.66398600,7,17.49341000,annual,0
customer_0126_observation_02,customer_0126,16.65511700,76.28899200,6,17.79431000,annual,0
customer_0126_observation_03,customer_0126,17.45443800,75.35061200,6,19.80213900,annual,0
customer_0126_observation_04,customer_0126,17.47198000,76.95127500,6,18.72101100,annual,0
customer_0126_observation_05,customer_0126,16.79203900,73.21479400,7,20.74257800,annual,0
customer_0127_observation_00,customer_0127,33.52383600,81.09737400,2,10.18457800,monthly,1
customer_0127_observation_01,customer_0127,34.42980400,84.01683900,1,10.40189800,monthly,1
customer_0127_observation_02,customer_0127,35.15740100,84.12155700,0,9.65557900,monthly,1
customer_0127_observation_03,customer_0127,35.00246800,79.60830600,1,10.94410800,monthly,1
customer_0127_observation_04,customer_0127,35.11101000,82.26125800,1,11.64909700,monthly,1
customer_0127_observation_05,customer_0127,36.28485400,84.12532500,2,12.55129200,monthly,1
customer_0128_observation_00,customer_0128,61.75668200,92.91198200,1,20.54752300,monthly,1
customer_0128_observation_01,customer_0128,63.49917400,92.27373600,1,22.38836600,monthly,1
customer_0128_observation_02,customer_0128,62.93799000,92.95802200,0,23.17998900,monthly,1
customer_0128_observation_03,customer_0128,63.12862200,94.31883900,0,22.62263700,monthly,1
customer_0128_observation_04,customer_0128,64.18960800,96.90318200,0,21.96153900,monthly,1
customer_0128_observation_05,customer_0128,62.67651400,93.77373800,0,20.16521700,monthly,1
customer_0129_observation_00,customer_0129,45.91344700,87.85986100,1,13.27831200,monthly,1
customer_0129_observation_01,customer_0129,46.96018800,90.82908300,1,12.47199600,monthly,1
customer_0129_observation_02,customer_0129,45.89170700,85.16276900,2,11.52537900,monthly,1
customer_0129_observation_03,customer_0129,46.76924800,90.17860800,2,9.92138200,monthly,1
customer_0129_observation_04,customer_0129,47.99217200,89.02181300,2,11.87353600,monthly,0
customer_0129_observation_05,customer_0129,48.18374300,87.46277900,2,11.12290600,monthly,1
customer_0130_observation_00,customer_0130,58.96572600,77.27611400,0,15.13554400,annual,0
customer_0130_observation_01,customer_0130,58.23044400,81.47574400,1,15.87703900,annual,0
customer_0130_observation_02,customer_0130,58.61891800,81.60596900,1,16.98231800,annual,0
customer_0130_observation_03,customer_0130,59.96988100,79.24339900,1,15.40028400,annual,0
customer_0130_observation_04,customer_0130,60.06850300,82.94212500,2,15.41636100,annual,0
customer_0130_observation_05,customer_0130,61.69083500,80.82388900,0,15.86451700,annual,0
customer_0131_observation_00,customer_0131,31.15847500,93.58384100,0,24.57200800,monthly,1
customer_0131_observation_01,customer_0131,31.31513400,94.00534700,0,22.84326000,monthly,1
customer_0131_observation_02,customer_0131,32.18308600,91.10035300,0,25.06454800,monthly,1
customer_0131_observation_03,customer_0131,32.89845200,95.59329400,0,24.34569700,monthly,1
customer_0131_observation_04,customer_0131,32.80440500,94.35515600,0,22.96861400,monthly,1
customer_0131_observation_05,customer_0131,33.50278700,90.72553100,0,24.19580100,monthly,1
customer_0132_observation_00,customer_0132,21.99296600,60.33265800,3,18.31334600,monthly,1
customer_0132_observation_01,customer_0132,22.04754400,61.70405500,3,19.99340200,monthly,1
customer_0132_observation_02,customer_0132,22.70638600,62.74693200,3,17.70259600,monthly,1
customer_0132_observation_03,customer_0132,23.12587900,64.39950000,2,17.28507900,monthly,1
customer_0132_observation_04,customer_0132,23.37154600,65.18889200,3,20.55572900,monthly,1
customer_0132_observation_05,customer_0132,24.10989100,63.89381700,3,19.33610500,monthly,1
customer_0133_observation_00,customer_0133,7.45457000,72.49799400,1,21.34962600,monthly,1
customer_0133_observation_01,customer_0133,8.17696900,74.12864600,3,20.09270400,monthly,1
customer_0133_observation_02,customer_0133,8.77089400,73.29950800,2,18.02445200,monthly,1
customer_0133_observation_03,customer_0133,8.46118400,74.77321600,3,23.22219600,monthly,1
customer_0133_observation_04,customer_0133,8.68721400,73.71926800,1,19.54584400,monthly,1
customer_0133_observation_05,customer_0133,9.07063000,76.84694800,2,20.29326300,monthly,1
customer_0134_observation_00,customer_0134,63.38451000,61.96572000,1,23.38807000,two_year,0
customer_0134_observation_01,customer_0134,66.79304700,62.37090400,2,22.15737100,two_year,0
customer_0134_observation_02,customer_0134,65.04871000,60.91715500,2,20.53310100,two_year,0
customer_0134_observation_03,customer_0134,66.18548700,59.36112600,2,23.53492200,two_year,0
customer_0134_observation_04,customer_0134,66.82922300,57.50732300,2,23.41092500,two_year,0
customer_0134_observation_05,customer_0134,67.59331300,65.77345800,2,24.16685200,two_year,1
customer_0135_observation_00,customer_0135,71.14544700,57.37322800,0,24.69939500,monthly,1
customer_0135_observation_01,customer_0135,70.41462700,56.66483500,1,23.80546600,monthly,1
customer_0135_observation_02,customer_0135,70.80371800,55.19255300,1,23.06145000,monthly,1
customer_0135_observation_03,customer_0135,71.57800400,59.22142600,1,23.63188400,monthly,1
customer_0135_observation_04,customer_0135,72.79811500,55.96196300,1,25.22169700,monthly,1
customer_0135_observation_05,customer_0135,73.03468300,55.69283200,2,20.60638500,monthly,0
customer_0136_observation_00,customer_0136,36.83452800,51.91659900,3,19.75131600,monthly,0
customer_0136_observation_01,customer_0136,37.68601300,48.02577200,2,15.47656500,monthly,0
customer_0136_observation_02,customer_0136,38.61640900,52.76272600,2,18.28912800,monthly,0
customer_0136_observation_03,customer_0136,40.11511400,51.30833200,1,17.12575800,monthly,0
customer_0136_observation_04,customer_0136,40.38107500,56.54993100,3,19.10329600,monthly,0
customer_0136_observation_05,customer_0136,40.23867200,53.56350100,1,18.66240700,monthly,0
customer_0137_observation_00,customer_0137,24.02359000,61.74305600,1,29.91562200,annual,0
customer_0137_observation_01,customer_0137,25.13076100,64.52588900,0,30.00000000,annual,0
customer_0137_observation_02,customer_0137,25.89322600,64.43014700,1,28.52695800,annual,0
customer_0137_observation_03,customer_0137,25.49890400,64.55626000,1,27.76063700,annual,0
customer_0137_observation_04,customer_0137,27.14772000,62.39139000,1,28.67377200,annual,0
customer_0137_observation_05,customer_0137,26.07000800,66.48410400,1,26.62954600,annual,0
customer_0138_observation_00,customer_0138,28.45010500,86.59489600,0,13.15337300,monthly,1
customer_0138_observation_01,customer_0138,30.55289100,93.10535800,0,14.37426100,monthly,1
customer_0138_observation_02,customer_0138,30.47596600,94.14172800,0,15.22384000,monthly,1
customer_0138_observation_03,customer_0138,30.64887100,91.89710600,1,17.24076800,monthly,1
customer_0138_observation_04,customer_0138,29.98832100,92.01854600,0,15.61512000,monthly,1
customer_0138_observation_05,customer_0138,31.07822700,92.52853000,0,15.39344900,monthly,1
customer_0139_observation_00,customer_0139,13.87136700,55.47362300,2,15.94239600,two_year,0
customer_0139_observation_01,customer_0139,14.60756300,54.82757700,3,15.31665400,two_year,0
customer_0139_observation_02,customer_0139,14.68622700,55.16972400,3,16.00817200,two_year,0
customer_0139_observation_03,customer_0139,15.10495500,54.13133100,2,16.28157000,two_year,0
customer_0139_observation_04,customer_0139,16.52082700,55.02900800,3,15.55223300,two_year,0
customer_0139_observation_05,customer_0139,16.91506900,50.87727700,3,18.01236200,two_year,0
customer_0140_observation_00,customer_0140,32.72703700,97.54260100,3,12.67737100,monthly,0
customer_0140_observation_01,customer_0140,32.24278600,98.61927300,3,11.54939700,monthly,0
customer_0140_observation_02,customer_0140,32.85175600,97.13326300,3,13.20150200,monthly,0
customer_0140_observation_03,customer_0140,33.75938200,100.94389900,3,13.81344200,monthly,0
customer_0140_observation_04,customer_0140,32.52825900,99.52913900,3,11.10394600,monthly,0
customer_0140_observation_05,customer_0140,33.87576200,98.77130100,4,10.13154400,monthly,0
customer_0141_observation_00,customer_0141,17.22259400,67.23152000,2,19.72076800,monthly,0
customer_0141_observation_01,customer_0141,17.00232000,64.78412400,1,18.84563500,monthly,0
customer_0141_observation_02,customer_0141,18.63368300,67.94552700,1,19.86641500,monthly,0
customer_0141_observation_03,customer_0141,18.86384400,65.09243300,1,18.07371000,monthly,0
customer_0141_observation_04,customer_0141,18.72368500,69.31670200,1,20.18386200,monthly,0
customer_0141_observation_05,customer_0141,19.20928700,64.40201100,1,22.15309200,monthly,0
customer_0142_observation_00,customer_0142,16.96296300,105.74183500,0,10.61511600,monthly,1
customer_0142_observation_01,customer_0142,17.90438400,104.18478900,0,13.50144800,monthly,1
customer_0142_observation_02,customer_0142,18.63651500,103.19048200,1,11.49706900,monthly,1
customer_0142_observation_03,customer_0142,18.25244800,106.32689600,1,13.36748900,monthly,1
customer_0142_observation_04,customer_0142,18.47777400,104.65485900,0,10.79242900,monthly,1
customer_0142_observation_05,customer_0142,20.48966200,106.42906500,0,13.89925900,monthly,1
customer_0143_observation_00,customer_0143,3.03128900,33.40868700,1,13.95530100,monthly,0
customer_0143_observation_01,customer_0143,3.95433700,32.92699700,1,15.60204900,monthly,0
customer_0143_observation_02,customer_0143,4.55035300,33.35908200,1,15.64715800,monthly,0
customer_0143_observation_03,customer_0143,5.45947900,38.15750700,1,14.77910600,monthly,0
customer_0143_observation_04,customer_0143,5.99685400,34.77908900,2,16.05739600,monthly,0
customer_0143_observation_05,customer_0143,5.99414200,33.39750400,1,14.07395500,monthly,0
customer_0144_observation_00,customer_0144,32.04503300,59.04067500,0,16.12904400,monthly,1
customer_0144_observation_01,customer_0144,31.22131600,56.17128800,2,17.08564400,monthly,1
customer_0144_observation_02,customer_0144,31.68867500,60.48302700,1,17.71454500,monthly,1
customer_0144_observation_03,customer_0144,32.13284700,59.16991900,1,16.22780200,monthly,1
customer_0144_observation_04,customer_0144,33.14333500,60.25054000,1,16.76334900,monthly,1
customer_0144_observation_05,customer_0144,33.36150300,61.65313600,1,15.50488700,monthly,1
customer_0145_observation_00,customer_0145,17.84546200,93.51411500,0,12.84533300,monthly,1
customer_0145_observation_01,customer_0145,17.80759800,90.24991800,2,14.31789200,monthly,1
customer_0145_observation_02,customer_0145,17.25589800,93.37864500,1,15.02369900,monthly,1
customer_0145_observation_03,customer_0145,17.21926200,90.97172700,2,13.13074700,monthly,1
customer_0145_observation_04,customer_0145,18.47081900,93.51710600,0,12.64616100,monthly,1
customer_0145_observation_05,customer_0145,18.54023700,96.18673600,1,13.43216500,monthly,1
customer_0146_observation_00,customer_0146,22.81477100,65.35594200,5,16.34401700,monthly,1
customer_0146_observation_01,customer_0146,23.47790100,67.48777300,5,14.39681200,monthly,1
customer_0146_observation_02,customer_0146,24.47342500,67.78532900,6,16.32140500,monthly,1
customer_0146_observation_03,customer_0146,24.21404000,66.72513100,4,16.89505600,monthly,1
customer_0146_observation_04,customer_0146,24.46191200,66.96216400,6,15.24465600,monthly,1
customer_0146_observation_05,customer_0146,25.09546500,64.17436700,4,19.79190000,monthly,1
customer_0147_observation_00,customer_0147,5.30029300,87.18372300,2,16.79532100,monthly,0
customer_0147_observation_01,customer_0147,4.67376300,91.83992100,1,17.30556900,monthly,0
customer_0147_observation_02,customer_0147,5.97055700,92.69157100,3,16.10110100,monthly,0
customer_0147_observation_03,customer_0147,6.32197700,94.94869100,2,16.96135600,monthly,0
customer_0147_observation_04,customer_0147,6.51947400,88.81580800,1,17.82380200,monthly,0
customer_0147_observation_05,customer_0147,6.75566600,88.01158200,2,15.11196500,monthly,0
customer_0148_observation_00,customer_0148,23.13015500,83.20267100,3,23.79008500,monthly,0
customer_0148_observation_01,customer_0148,25.63599400,83.84341500,3,19.26374700,monthly,0
customer_0148_observation_02,customer_0148,25.36618000,79.25015000,1,22.62787800,monthly,0
customer_0148_observation_03,customer_0148,25.49279700,83.53420700,3,22.23178800,monthly,0
customer_0148_observation_04,customer_0148,26.56453100,81.58786800,2,22.29522700,monthly,0
customer_0148_observation_05,customer_0148,26.46934600,83.57797700,1,21.23846500,monthly,0
customer_0149_observation_00,customer_0149,27.69790800,61.81766600,2,20.60758800,monthly,1
customer_0149_observation_01,customer_0149,28.35752300,59.31270700,1,20.65114700,monthly,1
customer_0149_observation_02,customer_0149,29.89142000,52.19639000,2,20.89711700,monthly,1
customer_0149_observation_03,customer_0149,29.22519200,59.08349200,2,20.66305000,monthly,1
customer_0149_observation_04,customer_0149,29.49770800,57.73675900,3,22.53893900,monthly,1
customer_0149_observation_05,customer_0149,29.86165000,59.20933600,2,21.92158700,monthly,1
customer_0150_observation_00,customer_0150,44.42950800,98.08220500,6,18.79657800,monthly,1
customer_0150_observation_01,customer_0150,45.86079000,95.90857200,6,21.58235900,monthly,1
customer_0150_observation_02,customer_0150,44.96788800,95.25274500,5,20.80126000,monthly,1
customer_0150_observation_03,customer_0150,45.64398700,96.99646800,5,21.27666500,monthly,1
customer_0150_observation_04,customer_0150,46.30963600,97.49335600,5,19.77034900,monthly,1
customer_0150_observation_05,customer_0150,47.25950400,97.46753000,5,20.40335500,monthly,1
customer_0151_observation_00,customer_0151,54.76946600,52.23463300,3,17.41176900,monthly,0
customer_0151_observation_01,customer_0151,54.08551700,51.01992100,1,17.32569200,monthly,0
customer_0151_observation_02,customer_0151,54.64437700,48.98103100,2,19.64104700,monthly,0
customer_0151_observation_03,customer_0151,54.80870500,53.85419000,3,16.35702400,monthly,0
customer_0151_observation_04,customer_0151,58.09212500,48.92069600,3,15.40706300,monthly,0
customer_0151_observation_05,customer_0151,56.37760500,51.81354600,3,18.93884500,monthly,0
customer_0152_observation_00,customer_0152,53.40589400,51.34846000,3,12.46292200,monthly,0
customer_0152_observation_01,customer_0152,54.96205500,52.52643800,1,11.40126800,monthly,0
customer_0152_observation_02,customer_0152,54.85779700,54.46825600,2,12.82879400,monthly,0
customer_0152_observation_03,customer_0152,55.09012700,56.16936400,1,11.19302300,monthly,0
customer_0152_observation_04,customer_0152,54.22822000,49.28480000,3,10.12968900,monthly,0
customer_0152_observation_05,customer_0152,56.93150600,49.23060200,2,12.21732900,monthly,0
customer_0153_observation_00,customer_0153,17.96826900,58.58606100,0,18.32279600,monthly,0
customer_0153_observation_01,customer_0153,18.65973200,65.06436700,0,19.51872600,monthly,0
customer_0153_observation_02,customer_0153,19.99901000,58.96548100,0,19.96244900,monthly,0
customer_0153_observation_03,customer_0153,19.14003100,59.82735900,1,20.55160400,monthly,0
customer_0153_observation_04,customer_0153,20.59975200,57.71085700,0,19.74340300,monthly,0
customer_0153_observation_05,customer_0153,21.52335500,62.33183200,0,18.25384000,monthly,0
customer_0154_observation_00,customer_0154,19.57370300,43.00058600,2,18.72104600,monthly,0
customer_0154_observation_01,customer_0154,19.89992800,50.18335500,2,16.21131900,monthly,0
customer_0154_observation_02,customer_0154,19.63065600,49.67057000,3,16.69457300,monthly,0
customer_0154_observation_03,customer_0154,20.48712900,46.65318400,1,20.27462200,monthly,0
customer_0154_observation_04,customer_0154,20.75697200,47.26660600,2,19.29200400,monthly,0
customer_0154_observation_05,customer_0154,21.71789000,48.13462000,3,16.24944700,monthly,0
customer_0155_observation_00,customer_0155,4.40461600,69.93257800,1,19.16120800,monthly,1
customer_0155_observation_01,customer_0155,5.81501400,65.51225400,0,14.63099800,monthly,1
customer_0155_observation_02,customer_0155,5.20907200,66.42841000,2,15.45735200,monthly,1
customer_0155_observation_03,customer_0155,5.33653000,65.75917000,1,14.65805500,monthly,1
customer_0155_observation_04,customer_0155,6.90049300,68.13988300,1,16.50201700,monthly,1
customer_0155_observation_05,customer_0155,6.42661800,68.39669000,1,15.01364200,monthly,1
customer_0156_observation_00,customer_0156,66.91036400,78.77121200,2,21.33795100,monthly,1
customer_0156_observation_01,customer_0156,68.24497800,85.10445600,2,21.70558500,monthly,1
customer_0156_observation_02,customer_0156,67.86874700,83.73682500,2,18.50862000,monthly,1
customer_0156_observation_03,customer_0156,67.29302600,78.52836000,2,18.86407200,monthly,1
customer_0156_observation_04,customer_0156,68.78147100,85.04760100,2,19.89478800,monthly,1
customer_0156_observation_05,customer_0156,69.38324000,78.14960300,2,19.12561000,monthly,1
customer_0157_observation_00,customer_0157,29.08322400,89.04992700,2,11.35313400,monthly,1
customer_0157_observation_01,customer_0157,30.90889700,90.11559200,3,11.71294600,monthly,1
customer_0157_observation_02,customer_0157,30.98378100,91.53034700,3,13.02315400,monthly,1
customer_0157_observation_03,customer_0157,31.67407500,91.40901900,3,13.48143700,monthly,1
customer_0157_observation_04,customer_0157,30.83640400,88.07360800,4,12.70487300,monthly,1
customer_0157_observation_05,customer_0157,32.12130300,91.00643800,4,11.50161000,monthly,1
customer_0158_observation_00,customer_0158,57.53947300,54.51717900,4,19.02506500,annual,0
customer_0158_observation_01,customer_0158,59.11236600,56.36366200,3,17.36992000,annual,0
customer_0158_observation_02,customer_0158,59.73552700,52.42108200,3,16.78692400,annual,0
customer_0158_observation_03,customer_0158,58.68617900,55.91001400,3,18.95403300,annual,0
customer_0158_observation_04,customer_0158,62.08633400,53.89281000,4,19.71961100,annual,0
customer_0158_observation_05,customer_0158,60.65702700,52.10300400,2,17.99268700,annual,0
customer_0159_observation_00,customer_0159,45.55426000,42.59672300,3,21.02941000,annual,0
customer_0159_observation_01,customer_0159,46.71779700,45.41324800,3,22.99337600,annual,0
